,Unnamed: 0,smiles,cluster_id,score
1,1,N#CSC[C@H]1O[C@@H](n2cnc3c(NC4CCOC4)ncnc32)[C@H](O)[C@@H]1O,68,12.5
2,2,Cc1cccc(C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CSC#N)C(=O)N[C@@H](Cc2ccc(NC(=O)c3ccccc3F)cc2)C(=O)N[C@@H]2N=C(c3ccccc3[N+](=O)[O-])c3ccccc3N(C)C2=O)c1C,68,21.5
3,3,CCCOC(=O)C1=C(C)NC(c2nc3cc(-c4cnn(C)c4)ccc3c(=O)[nH]2)=CC1c1ccccc1,39,16.5
8,8,CNC(=O)C1=C(Nc2nc3ccccc3o2)C=C(C#N)C(c2ccccc2F)(C(F)(F)F)N1,39,20.5
9,9,CC(=O)C1=C(C)NC(C)=C(C(=O)NCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)C1c1ccc([N+](=O)[O-])cc1,39,34.5
13,13,CCOc1cccc(C2C(C(=O)OC)=C(C)NC(C)=C2C(=O)OCC(C)C)c1,39,11.5
14,14,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1C[C@H]2OC[C]N(Cc3ccccc3)[C@H]2C1)S(=O)(=O)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,2,12.5
15,15,CCOc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(Cc4ccccc4)[C@H]3C2)cc1,2,13.5
16,16,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(C(=O)OC(C)(C)C)[C@H]3C2)cc1,2,11.0
20,20,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(S(=O)(=O)c4cccc(Cl)c4)[C@H]3C2)cc1,2,21.0
21,21,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(C(C)=O)CC(=O)N3C[C@@H]2N=[N+]=[N-])cc1,2,22.5
23,23,[CH]N(C)[C@H](CN(C)C)c1ccc(-c2c(O)cc(Cl)c3[nH]c(=O)c4sccc4c23)cc1,2,11.0
24,24,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(Cc4csc(N)n4)[C@H]3C2)cc1,2,12.5
31,31,CC(=O)c1oc2ccc(CC3(NC(=O)OCc4ccccc4)C(=O)NC(=O)NC3=O)cc2c1C,69,11.5
33,33,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1ccc(-c2ccccc2)cc1,69,14.5
34,34,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1cn(-c2ccccc2)nc1-c1ccco1,69,15.0
36,36,CC(C)C[C@H](NC(=O)[C@H]1CCCCN1C(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,9,23.0
37,37,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,9,32.0
38,38,CC(C)C[C@H](NC(=O)[C@H]1CCCN1C(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,9,16.5
39,39,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)[C@@]1(C)CO1,9,23.0
40,40,CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(C)(C)C)C(=O)[C@@]1(C)CO1,9,28.5
