,Unnamed: 0,smiles,cluster_id,score
1,1,CCCCCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(=O)NCCCC[C@H](NC(=O)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC)C(=O)NCCC[N+](C)(C)CC(=O)OCC,6,14.5
2,2,CC(C)CC(NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(C)O)C(O)CC(C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,6,15.0
5,5,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CO)C(=O)N1CCC[C@H]1C(=O)N1CCC(C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)O)CC1,6,16.5
6,6,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)(O)OC[C@H]1OC(n2cnc3c(N)ncnc32)[C@H](F)[C@@H]1O)[C@H](O)CP(=O)(O)O,6,11.0
7,7,NCCC(=O)N[C@@H](Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)NC1(C(=O)N[C@@H](CC(N)=O)C(=O)NCCCc2cccc3ccccc23)CCCC1,6,17.0
8,8,CCCCCCCCCCCCCCCCCCCCCOCCSCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,6,12.5
13,13,CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)c1cc(O)ccc1O)C(=O)NC(Cc1c[nH]cn1)C(=O)N1CCCC1C(=O)O,6,12.5
19,19,CN(C(=O)[C@H](CCCNC(=N)N)NCCC1CCNCC1)[C@H](CCCNC(=N)N)C(=O)N[C@H](Cc1ccc(O)cc1)C(=O)N[C@H](Cc1ccc2ccccc2c1)C(N)=O,6,12.0
20,20,CCC(NC(=O)C(CC(C)C)NC(CO)Cc1ccc(O)cc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O,6,17.0
21,21,N=C(N)N1CC(C(=O)NCCC(=O)N2C[C@@H](N)C[C@H]2C(=O)NCC(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(=O)O)C(=O)O)C[C@@H](N)C1,6,13.0
23,23,CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)CCCCCNC(=O)c1cc(O)ccc1O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NC(CCC(=O)O)C(=O)N[C@@H](CC(=O)O)C(N)=O,6,17.5
24,24,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCC(=O)O)NC(=O)C(Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(C)=O,6,19.5
26,26,CCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)O)[C@@H](C)O,6,12.0
27,27,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H](N)[C@H](C)O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)C(C)C,6,11.0
29,29,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCCN)C(N)=O,6,17.5
32,32,CSCC[C@H](NC(=O)[C@@H]1CCCN1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(N)=O)[C@@H](C)O,6,11.5
33,33,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(C)=O)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CS)C(=O)O,6,12.5
34,34,N=C(N)NCCCNC(=O)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](N)CCCCN)c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,6,15.0
35,35,CC(C)(C)OC(=O)N[C@@H](Cc1cnc(C2CCCCC2)[nH]1)C(=O)N[C@@H](CCCCNC(=O)Nc1cccc(F)c1)C(=O)N[C@@H](CC(=O)O)C(=O)NCCC1CCCCC1,6,12.0
37,37,CCCCCCCCCCCCCCCCCCSCC(COP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCC,6,14.5
47,47,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCN=C(N)N)NC(=O)C(C)(C)C)C1CCCCC1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(N)=O,6,14.5
48,48,c1ccc(CNCCCCNCCCNCCCCCNCCCCCNCCCNCCCCNCc2ccccc2)cc1,6,12.0
50,50,CCOP(=O)(C=CCOC(=O)NC(C(=O)N(C)C(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=CP(=O)(OCC)OCC)c1ccccc1)c1ccccc1)OCC,6,12.5
59,59,CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(N)nc3=O)[C@H](O)[C@@H]2O)CCC1,6,15.0
60,60,NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCc1ccc(OP(=O)(O)O)cc1)NS(=O)(=O)Cc1ccccc1)C(=O)C(=O)NCc1ccccc1,6,13.5
