,Unnamed: 0,smiles,cluster_id,score
6,6,COc1cc(C2C[N+]C3([O-])CCC2CC3)ccc1N1CC[C@@H]2OCCN=C21,2,12.0
8,8,[NH+]C(=O)CN1CN(C2CCC(c3cccc(OCc4ccc(Cl)cc4F)n3)CC2)c2ccc(C(=O)O)cc2C1=O,2,12.5
9,9,[CH]C(Oc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OCC1CCNCC1)c1ccccc1,2,13.5
15,15,N#CSc1ccccc1S(=O)(=O)c1cc(Cl)cc(Cl)c1,22,15.0
23,23,N#CSC(CC=Cc1ccc2ccccc2n1)c1ccccn1,22,16.5
26,26,O=C(/C=C/Sc1ccccc1)NCCc1c[nH]c2ccc(N=C=S)cc12,26,12.5
28,28,CN(C[C@H]1CN(C)c2ccccc2O1)C(=O)Cc1cccc(N=C=S)c1,26,11.5
29,29,COc1cccc(S(=O)(=O)NCCCCN2CCC[C@H]3c4cc(N=C=S)ccc4CC[C@@H]32)c1,26,17.0
30,30,COc1cc(CN=C=S)cc(OC)c1OC,26,20.0
41,41,C1=[N+]C=c2ccc(-c3ccc4ccccc4c3)cc2=C1,1,17.5
42,42,CN(Cc1ccccn1)c1nc(SCCO)nc(-c2ccccc2)c1Oc1ccc(C#[N+])cc1Br,1,15.0
43,43,O=C1N[CH]c2ccc(NC(=O)c3cc(-c4cccc(Cl)c4)nc4ccc(-c5ccccc5)cc34)cc21,1,14.5
47,47,Cc1nc(N2CCC(N=O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(F)cc3F)cc12,53,16.0
53,53,CC(C)C[C@H](NC(=O)N(CCCl)N=O)C(=O)N[C@@H](CC(C)C)C(=O)N1CCC[C@H]1C(=O)O,53,12.0
60,60,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(=O)Nc2ccc(OC)cc2)C1c1cccs1,86,14.0
63,63,CCOC(=O)C1=C(C)NC2=C(C(=O)CC(c3ccccc3C)C2)C1c1ccsc1,86,13.5
64,64,COc1ccc(C2C3=C(CC(C)(C)CC3=O)NC3=C2C(=O)c2ccccc23)cc1,86,15.0
67,67,COc1cccc(NC(=O)C2=C(C)NC(N)=C(C#N)C2c2ccc(-c3ccc([N+](=O)[O-])cc3C)o2)c1,86,31.5
69,69,CN1C(=O)[C@H](NC(=O)c2cc(-c3ccnc(F)c3)n[nH]2)N=C(c2ccccc2)c2cccc(Cl)c21,38,14.0
70,70,Cc1ccc(-c2nnc(N[C@H]3N=C(c4ccccc4)c4ccccc4NC3=O)o2)cc1,38,15.0
71,71,Cc1cccc2c1NC(=O)[C@@H](NCCCN1CCC(C)(c3c[nH]c4ccccc34)CC1)N=C2c1ccccc1,38,12.5
72,72,CCOc1cc2c(cc1OCC)C(c1ccc([N+](=O)[O-])cc1)=NC(C)C(=O)N2,38,23.5
75,75,O=C1Nc2ccccc2C(c2ccccc2)=N[C@@H]1Nc1nnc(-c2nccs2)o1,38,13.5
77,77,O=C1Nc2ccccc2C(c2ccccc2)=N[C@@H]1Nc1nnc(-c2ccoc2)o1,38,18.5
78,78,CN1C(=O)C(NC(=O)C[C@@H]2C[C@H]3CC[C@@H]2C3)N=C(c2c(F)cccc2F)c2ccccc21,38,22.5
79,79,CN1C(=O)[C@H](NC(=O)Nc2ccccc2)N=C(c2ccccc2)c2ccccc21,38,12.5
82,82,[N-]=[N+]=NC[C@H]1OC(n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,84,16.0
85,85,[N-]=[N+]=NCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccc(O)cc2)cc1,84,27.5
88,88,CC(C)(C)C(=O)C1C(=O)N(C23CC4CC(CC(C4)C2)C3)C(=O)C1N=[N+]=[N-],84,19.0
89,89,CC1(C)OCC(C2OC(C[P+](c3ccccc3)(c3ccccc3)c3ccccc3)C(N=[N+]=[N-])C(OC(=O)C=Cc3ccccc3)C2O)O1,84,14.5
93,93,CCOc1ccc(N2C(=O)NC(=O)C(=CNCc3cccnc3)C2=O)cc1,17,11.0
100,100,CN1C(=O)N(C)C(=O)C2(Cc3cc(Br)c(OCc4cc(C(N)=O)cn4C)c(Br)c3C2)C1=O,17,11.0
104,104,COc1ccc2c(c1)cc(N=Nc1ccc(OC(=O)c3ccccc3)cc1)c(C)[n+]2[O-],82,12.0
