,Unnamed: 0,smiles,cluster_id,score
3,3,[N+]c1ccc(CN=Nc2nnc(-c3ccccc3Br)[nH]2)c([N+](=O)[O-])c1,3,23.0
4,4,CC[C@@]1(OC(=O)CN)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3,2,13.0
5,5,CCC1(OC(=O)CNC(=O)OCC(C)C)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3,2,15.0
8,8,CCC1(OC(=O)CNC(=O)OC)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3,2,20.0
9,9,C=C1O[C@@H](C(C)(C)O)[C@H](O)C=C1C[C@]1(C)[C@@H](OC(C)=O)C[C][C@@]2(C)[C@H](C/C=C3/C=COC3=O)C(=C)[C@H](OC(=O)C=Cc3ccccc3)C[C@@H]21,2,11.5
10,10,C[N+]c1ccn(C2O[C@H](COP3(=O)OOCc4cccc(C(C)(C)C)c4O3)[C@@H](O)[C@H]2O)c(=O)n1,2,26.5
11,11,CCC1(OC(=O)CNC(=O)c2ccc(OC)c(OC)c2)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3,2,11.0
12,12,CCC1(OC(=O)CNCCO)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3,2,23.0
13,13,CCC1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3,2,12.5
15,15,[CH]Oc1cc([C@H]2c3cc4c(cc3[C@H](Nc3ccc5c(c3)OCO5)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,2,11.0
18,18,[CH]Oc1cc2c(cc1OC)[C@@H](COc1cccc(C3=NN(C(=O)C4CC4)C(c4ccccc4)C3)c1)N(C(C)=O)CC2,2,12.0
23,23,[CH]C(NC(=O)C1(NC(=O)c2nc3c(-c4c(F)cccc4F)nc(OCCN(C)C)cc3s2)COC1)c1ccccc1,2,15.0
24,24,[CH][C@@H]1[C@@H]2CO[C@]1([C@@H](OC(=O)c1ccccc1)C1[C@]3(C)CC[C@@H](OC(=O)CC)[C@@H](OC(=O)CCC)C(=O)[C@@]13C)C(C)(C)[C@@H](OC(=O)CC(C)(C)C)C(=O)C2(C)C,2,21.5
25,25,[CH]c1ncccc1-c1c2c3cc(ccc3n1CC)-c1csc(n1)C[C@H](NC(=O)[C@H](C(C)C)N(C)C(=O)N1CCC(CN(C)C(=O)C=C)(N(C)C(=O)C=C)CC1)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2,2,13.0
30,30,[N+]=C1N=C2Sc3ccc([N+](=O)[O-])cc3N2C(C(F)(F)F)C1=Cc1ccc(Cl)cc1,2,16.5
31,31,CCC1(OC(=O)CN(C)C)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3,2,16.0
32,32,C/C=C(\C)C(=O)O[C@H]1[C@H](OC(C)=O)[C@@]2(C)[C](CC[C@@H]2[C@H](C)CC/C=C(\C)C(=O)OC)/C(C)=C/C[C]2OC(=O)[C@](C)(OC(C)=O)[C@@]21O,2,11.5
34,34,N#Cc1ccc([C@H]2[C@H](C(=O)O)[C@@H](c3ccc4c(c3)OCO4)[C]N2C(=O)c2cccc(C(F)(F)F)c2)c(F)c1,2,13.5
40,40,CNC(=O)C1CCN(C(=O)N[C@H](Cc2ccccc2)[C@H](O)CN2[CH]C[C@H](CCc3ccccc3)C[C@@H]2C(=O)NC(C)(C)C)C1,1,11.0
41,41,C=C1[C@@H](OC(=O)/C=C/c2ccccc2)C[C@@H](OC(C)=O)C2(COC(C)=O)[C@@H](OC(C)=O)[CH][C@@H]3OC[C@@]3(C)C(C)=CC[C@H]12,1,11.0
44,44,C[C@@H]1C[NH+]C[C@H]2[C@H](c3ccc(F)cc3)[C@H](O[C@H](C)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CN12,1,19.0
54,54,C[C@@H](Nc1nc(-c2noc(=O)[nH]2)nc2nc(N3CCC[C@@H]3[CH]c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c12)C1CCC1,1,11.5
55,55,O=C(NC(Cc1ccccc1)C(O)CN(Cc1ccco1)S(=O)(=O)c1ccccc1[N+](=O)[O-])O[C@H]1[CH]OCOCC1,1,12.5
58,58,C[C@@H](O[C@H]1CN2[C@@H](C)C[NH+]C[C@H]2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,1,22.5
59,59,COc1ccc([P+](C)([N-]P(=O)([O-])OCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2O)(NC(=O)CCCN2C(=O)c3cccc4cccc2c34)N(C(C)C)C(C)C)cc1,1,21.5
66,66,CC1=C(C(=O)N2CCOCC2)CC(CC(=O)NCCc2ccccc2Cl)c2ccccc2[S+]1=O,1,17.5
69,69,CCCCN(CCCC)C(=O)c1cc(C)n(-c2ccc(N[S+](C)([O-])CCc3ccccc3)cc2C(=O)N2Cc3ccccc3C[C@H]2CO)n1,1,15.5
73,73,COc1cc(N2CCN(C3COC3)CC2)ccc1Nc1nc(Nc2cccc(-c3nnc(C4[CH]C4)o3)c2)c2cc[nH]c2n1,1,19.5
75,75,C=C[C@H]1[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)OC=C2C(=O)O[C@@H](C3=C[C@@H]4CO[C@](C)(O)[C@H]4[C@H]4[C]3CC[C@H]3OC[C@@]43OC(C)=O)C[C@H]21,1,14.5
78,78,N#Cc1ncc(C(=O)N2CCC(F)(C(=O)O)CC2)nc1-c1cccc2c1[CH]CC(=O)N2,1,11.0
79,79,CS(=O)(=O)c1ccc(-c2[nH]c([S+](Cc3ccccc3)(NC(=O)OCc3ccccc3)C3CCCCC3)nc2-c2ccc(F)cc2)cc1,1,14.5
80,80,C=C1[C@H](OC(=O)/C=C/c2ccccc2)C[C@@H](OC(C)=O)[C@@]2(C)[C@@H](OC(C)=O)[CH]CC3=C(C)C(=O)C[C@@H]([C@H]12)C3(C)C,1,13.5
81,81,COc1cccc(CN[C@@H](C(=O)N[C@@H](C(=O)NCc2ccccc2)C(C)(C)C)[C@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)O[CH]c2ccccc2)C(C)(C)C)c1,1,16.0
84,84,CC1=C(C(=O)N(C(C)C)C(C)C)CC(CC(=O)NCc2ccccc2F)c2ccccc2[S+]1=O,1,15.5
86,86,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(/COC(=O)CCCCCCCCCCCCCCC)[C@@H](OC(=O)C(C)C)[CH][C@@H]12,1,11.5
