,smiles
0,N#CSc1c(-c2ccccc2)cc(-c2ccc([N+](=O)[O-])cc2)oc1=O
1,[CH]Oc1cc(OC)cc(Sc2nc3c(N)ncnc3n2CCCC#C)c1
2,[S+]B(c1ccc2ccccc2c1)c1cccc2ccccc12
3,[N+]=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)Cc1ccc(-c2ccccc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
4,CN(C)c1ccc([C@@H]2C[N+]C=CN2C)cc1.[Br-]
5,CCCCCCCn1cnc2sc3c(c2c1=O)CCN(N=O)C3
6,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)N=O)cc1
7,CN(N=O)c1ccc(C2C(C(=O)c3ccco3)C(=O)C(=O)N2CCc2cccs2)cc1
8,Cc1c(Nc2c(C#N)cncc2/C=C/c2c(F)ccc(N=O)c2F)ccc2[nH]ccc12
9,O=NN(CCCl)C(=O)NC1CCC(OCc2cc(F)ccc2F)CC1
10,Nc1nc(Cl)c(N=O)c(NCCNc2ccc3nnnn3n2)n1
11,CNC(=O)c1ccc(F)c(-c2ccc3c(c2)CC[C@H]3N=O)c1
12,CC(C)(C)NC(=O)N1CCc2c(-c3ccc4c(c3)CCC4N=O)ccc(CNC(=O)C3C[C@H]3c3ccccc3)c2C1
13,O=C(C1Cc2ccccc2[N+]1=O)N1N=C(c2ccccc2)CC1c1c[nH]c2ccccc12
14,CC[C@H](C)[C@H](NC(=O)N(CCCl)N=O)C(=O)NCC(=O)NCC(=O)O
15,O=NC(NCCC[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](O)[C@H]1C[C@@H](Oc2ccc(F)cc2)CN1)N1CCC(c2ccccc2)CC1
16,Cc1cc(Oc2nccc(-c3cc(C#N)c4c(c3)[C@@](C)(CO)CN4)n2)ccc1-n1nc(C)c(C(=O)N[C@H]2C[C@H](N=O)C2)c1C
17,CC(C)C[C@H](NC(=O)N(CCCl)N=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC(C)(C)C
18,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(N=O)c(=O)oc3c2C)OC1(C)C
19,O=NC(c1ccccc1)c1nc2n(c1-c1ccccc1)CCOc1cc(F)c(NC(=O)CCCCCCC(=O)NO)cc1-2
20,O=NC(Cc1ccc([N+](=O)[O-])cc1)c1nc2ccc3cccnc3c2[nH]1
21,CC(N=O)c1cccc(-c2cccc3[nH]c(-c4n[nH]c5cnc(-c6cnn(C)c6)cc45)nc23)c1
22,CN(N=O)C(=O)NC1CC(OC2C(N)CC(N)C(OC3OC(CN)OC(O)C(O)C3N)C2O)C(N)C(OCCN)C1OCCN=O
23,O=NN(C/C=C/c1cccc[n+]1CCCO)C(=O)NCC(=O)O
24,COc1cc(OC)cc(-c2nn(-c3ccccc3)cc2CN=O)c1
25,Cc1cc(N=O)ccc1N=Nc1ccc([N+](=O)[O-])cc1
26,COc1ccc(-c2nn(-c3nc(C(F)(F)F)cs3)cc2CN=O)cc1
27,O=NN(CCCl)C(=O)NC1OC(CO)C(O)C(O)C1O
28,CC(C)C[C@H](NC(=O)N(CCCl)N=O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N(C)c1ccccc1
29,CC(C)C[C@H](NC(=O)N(CCCl)N=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1
30,CC(C)CC(NC(=O)N(CCCl)N=O)C(=O)NC(C(=O)N1CCN(c2ccccc2)CC1)C(C)OC(=O)C(C)(C)C
31,O=NN(CCCl)C(=O)NC1CC(OCOc2ccccc2)OC(CO)C1O
32,COc1ccc(CC(=O)C(=O)Nc2ccc(-c3ccc(NC(=O)C(Cc4ccc(OC)c(OC)c4)N=O)cc3)cc2)cc1
33,CN1CCN(C(=O)c2ccc(-c3ccc(CC(N=O)C(=O)NC4CC(O)c5ccccc5C4N=[N+]=[N-])c(F)c3)cc2)CC1
34,O=N[C@@H](CN(C(=O)Nc1ccc(C(F)(F)F)cc1)c1ccccn1)C1CCN(C(=O)COC2CCCCC2)CC1
35,O=Nc1c(O)nc2[nH]ncc2c1-c1ccc(Br)cc1F
36,COc1cc(-c2cc(-c3cccc(-n4cc(-c5ccc(C(F)(F)F)cc5)nn4)c3)n(-c3ccc(NN=O)cc3)n2)cc(OC)c1OC
37,COc1cccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2N=O)c1
38,CC(C)C[C@H](NC(=O)N(CCCl)N=O)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1C[C@@H](O)C1
39,C[N+](=O)c1cccc(-c2[nH]c3ccccc3c2CC[N+](=O)[O-])c1
40,Cc1c(-c2[nH]c3ccc(C4CCN(C(=O)CN=O)CC4)cc3c2C(C)C)cn2ncnc2c1C
41,CC(C(=O)N1CCCC1)C1CCC(CC(C)n2cc(C#CCN=O)nn2)O1
42,CCCCCCN(C=O)c1cc(C(=C2CCNCC2)c2cc3c(cc2CC(C)C)OCO3)ccc1N(CCCCCC)N=O
43,Cc1cccc(C(C)N=O)c1C(=O)c1ccc(N(C)C)nc1
