,smiles
0,O=C(CN(C(=O)CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cccc([N+](=O)[O-])c1)Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
1,O=C1c2cc([N+](=O)[O-])cc3c(N=NC4=Cc5cccc6ccc(S(=O)(=O)O)c(c56)C=C4)c([N+](=O)[O-])cc(c23)C(=O)N1Cc1cccc([N+](=O)[O-])c1
2,O=[N+]([O-])c1ccc(N=Nc2cccc3c(S(=O)(=O)NCCNCCCNS(=O)(=O)c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cccc23)c([N+](=O)[O-])c1
3,O=C(C(/N=N/c1cccc([N+](=O)[O-])c1)=C(\O)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1
4,O=[N+]([O-])c1ccc(N=NCc2c(O)c(Br)c(Oc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c(Br)c2O)cc1
5,O=[N+]([O-])c1ccc(NS(=O)(=O)c2cc(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c3ccc(NS(=O)(=O)c4ccc([N+](=O)[O-])cc4)cc3c2)cc1
6,O=C(CC(=O)n1nc(-c2cccc([N+](=O)[O-])c2)c(/N=N\c2ccc([N+](=O)[O-])cc2)c1-c1cccc([N+](=O)[O-])c1)Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
7,O=[N+]([O-])c1ccc(O)c(N=Nc2cccc(Oc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])c2)c1
8,O=[N+]([O-])c1ccc(N=Nc2c(O)cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
9,O=[N+]([O-])c1ccc(C2=Nc3c(cc([N+](=O)[O-])c(N=Nc4c(O)ccc5ccccc45)c3O)N(S(=O)(=O)c3ccc(C(F)(F)F)cc3)C(c3ccc([N+](=O)[O-])cc3)C2)cc1
10,O=C1c2ccccc2NC(c2ccc(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)N1c1ccc(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
11,O=C1c2cccc3c(N=Nc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])ccc(c23)C(=O)N1N(C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1CCS(=O)(=O)C1
12,O=[N+]([O-])c1ccc(Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c(CN=Nc2ccccn2)c1
13,O=C(Nc1cccc([N+](=O)[O-])c1)c1nn(-c2cccc([N+](=O)[O-])c2)c(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1C(=O)c1ccc([N+](=O)[O-])cc1
14,O=[N+]([O-])c1ccc(/N=N/c2cc([N+](=O)[O-])c3c([N+](=O)[O-])ccc([N+](=O)[O-])c3c2)c([N+](=O)[O-])c1
15,O=C(Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
16,O=[N+]([O-])c1cccc(N=Nc2cc([N+](=O)[O-])cc3c([N+](=O)[O-])cccc23)c1
17,O=[N+]([O-])c1ccc(/N=N/c2cc([N+](=O)[O-])c(Oc3ccc([N+](=O)[O-])cc3)c([N+](=O)[O-])c2)cc1
18,O=[N+]([O-])c1ccc(C=CS(=O)(=O)Nc2ccc(N/N=C/c3ccnc4ccccc34)c(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c2)cc1
19,O=[N+]([O-])c1ccc(/N=N/c2c(O)cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
20,O=[N+]([O-])c1ccc(N=c2c([N+](=O)[O-])c(O)oc3cc(-c4ccc(O)c(O)c4N=Nc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])ccc23)cc1
