,smiles
0,O=C(CN1C(=O)C2(SCC(=O)N2c2cccc(F)c2)c2cc([N+](=O)[O-])ccc21)Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
1,O=[N+]([O-])c1cccc(-c2nnc(SC[C@H](O)COc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])n2NC(=S)Nc2ccccc2)c1
2,O=C1Nc2ccc(C(=O)NCC3CCN(Cc4cccc([N+](=O)[O-])c4)CC3)cc2/C1=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
3,O=C1/C(=N\Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C(c2csc(-c3cccc([N+](=O)[O-])c3)n2)C(=O)N1O
4,O=C(Nc1ccc(C(=O)N/N=C/c2cccc([N+](=O)[O-])c2)cc1)/C(Cc1ccc2c(c1)OCO2)=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
5,O=[N+]([O-])c1ccc(/C=N/Nc2ccc(S(=O)(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2[N+](=O)[O-])cc1
6,NC(=O)c1cc([N+](=O)[O-])ccc1NC(=O)C1CCCN1S(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
7,O=C(C=Cc1ccccc1Sc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
8,O=C1c2nnc(-c3ccc([N+](=O)[O-])cc3)n2C(=O)C(Cc2ccc([N+](=O)[O-])cc2)N1c1ccc([N+](=O)[O-])c(C(F)(F)F)c1
9,O=C(Cc1ccc(Oc2nc3ccccc3nc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1
10,O=C1Nc2ccccc2C12ON=C(c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])N2c1ccc([N+](=O)[O-])cc1
11,O=[N+]([O-])c1ccc(NC(=S)Nc2ccc(NCC3OC(n4cc(-c5ccc(F)cc5)c5c(Nc6ccc([N+](=O)[O-])cc6)ncnc54)C(O)C3O)c([N+](=O)[O-])c2)cc1
12,CCc1ccccc1NC(=O)CN(c1ccc(Cl)cc1[N+](=O)[O-])S(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
13,CC(C)C[C@@H](C(=O)O)N(Cc1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
14,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)CN(Cc2ccccc2)C/C1=C\c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
15,O=C(C1CCCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C1)N(Cc1cccc([N+](=O)[O-])c1)c1ccc(S(=O)(=O)N2CCOCC2)cc1
16,CC(=O)c1ccc(Oc2ccc([N+](=O)[O-])cc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
17,O=[N+]([O-])c1cccc(S(=O)(=O)NCc2ccc(CNS(=O)(=O)c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)c1
18,O=[N+]([O-])c1ccc(C2=NN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])/C2=N\c2cccc([N+](=O)[O-])c2Cl)c([N+](=O)[O-])c1
