,smiles
0,O=C(CN(C(=O)CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cccc([N+](=O)[O-])c1)Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
1,O=C1c2cc([N+](=O)[O-])cc3c(N=Nc4ccc5c(S(=O)(=O)O)ccc6cccc(c56)c4)c([N+](=O)[O-])cc(c23)C(=O)N1Cc1cccc([N+](=O)[O-])c1
2,O=S(=O)(NCCNCCCNS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cccc2c(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cccc12
3,O=[N+]([O-])c1cccc(/N=N/C(C(=O)c2ccc([N+](=O)[O-])cc2)=C(/O)c2ccc([N+](=O)[O-])cc2)c1
4,O=[N+]([O-])c1cc([N+](=O)[O-])c(Oc2c(Br)c(O)c(CN=Nc3ccc([N+](=O)[O-])cc3)c(O)c2Br)c([N+](=O)[O-])c1
5,O=S(=O)(Nc1ccc2c(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc(S(=O)(=O)Nc3ccc([N+](=O)[O-])cc3)cc2c1)c1ccc([N+](=O)[O-])cc1
6,O=C(CC(=O)n1nc(-c2cccc([N+](=O)[O-])c2)c(/N=N\c2ccc([N+](=O)[O-])cc2)c1-c1cccc([N+](=O)[O-])c1)Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
7,O=[N+]([O-])c1cc([N+](=O)[O-])c(Oc2cccc(N=Nc3cc([N+](=O)[O-])ccc3O)c2)c([N+](=O)[O-])c1
8,O=[N+]([O-])c1cc(O)c(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
9,O=S(=O)(c1ccc(C(F)(F)F)cc1)N1c2cc([N+](=O)[O-])c(N=Nc3c(O)ccc4ccccc34)c(O)c2N=C(c2ccc([N+](=O)[O-])cc2)CC1c1ccc([N+](=O)[O-])cc1
10,O=C1c2ccccc2NC(c2ccc(N=Nc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)N1c1ccc(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
11,O=C1c2cccc3c(N=Nc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])ccc(c23)C(=O)N1N(C(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1CCS(=O)(=O)C1
12,O=[N+]([O-])c1cc([N+](=O)[O-])c(Oc2ccc([N+](=O)[O-])cc2CN=Nc2ccccn2)c([N+](=O)[O-])c1
13,O=C(Nc1cccc([N+](=O)[O-])c1)c1nn(-c2cccc([N+](=O)[O-])c2)c(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1C(=O)c1ccc([N+](=O)[O-])cc1
14,O=[N+]([O-])c1ccc([N+](=O)[O-])c2c([N+](=O)[O-])cc(/N=N/c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc12
15,O=C(Nc1ccc(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
16,O=[N+]([O-])c1cccc(N=Nc2cc([N+](=O)[O-])cc3c([N+](=O)[O-])cccc23)c1
17,O=[N+]([O-])c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)cc([N+](=O)[O-])c1Oc1ccc([N+](=O)[O-])cc1
18,O=S(=O)(C=Cc1ccc([N+](=O)[O-])cc1)Nc1ccc(N/N=C/c2ccnc3ccccc23)c(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
19,O=[N+]([O-])c1cc(O)c(/N=N/c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
