,smiles
0,CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](Cc1ccc(O)cc1)N=[N+]=[N-])C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C=O)Cc1ccc(O)cc1
1,CC(C)C[C@@H](C=O)NC(=O)[C@@H](NC(=O)[C@H](CC(C)C)NC(=O)CN(C)C(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(C)C
2,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-])C(=O)N[C@H](C=O)Cc1ccccc1
3,C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(F)cc1)N=[N+]=[N-])C(=O)N[C@H](C=O)Cc1ccccc1
4,Cc1cccc(C[C@H](NC(=O)CNC(=O)c2cc(O)cc(N=[N+]=[N-])c2)C(=O)N[C@H](C=O)CCC(=O)O)c1
5,CC(C)C[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccccc1)N=[N+]=[N-]
6,O=C(O[C@@H]1[C@@H](COC(=O)C2CCCN2)OC(n2cnc3c(Nc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])ncnc32)[C@@H]1OC(=O)c1ccccc1)c1ccccc1
7,COc1cc(/C=C/C(=O)N2CCN(c3cccc([N+](=O)[O-])c3)CC2)ccc1OCC(=O)Nc1ccc(NC(C)=O)c([N+](=O)[O-])c1
8,O=C(CCCCCNC(=O)c1cc2cc([N+](=O)[O-])ccc2o1)NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1
9,Nc1cccc(C(O)CN2CCN(CCOCCOCC(=O)N3CCN(c4ccc([N+](=O)[O-])cc4[N+](=O)[O-])CC3)CC2)c1
10,O=C(NS(=O)(=O)c1ccc([N+](=O)[O-])c([N+](=O)[O-])c1)[C@H](Cc1ccc(-c2ccccc2)cc1)N1C(=O)c2cccc(Cl)c2C1=O
11,CCOC(=O)c1c(NC(=O)c2ccc(C)c([N+](=O)[O-])c2)sc2c1CCN(C(=O)/C=C/c1cccc([N+](=O)[O-])c1)C2
12,O=C(O)C[C@H](NC(=O)[C@@H](NC(=O)c1cc(O)cc(-c2ccc([N+](=O)[O-])cc2)c1)c1ccc(O)c([N+](=O)[O-])c1)C(=O)O
13,CCn1nc(C(=O)Nc2ccc(C)c([N+](=O)[O-])c2)c(=O)c2cc(N3CCN(c4cccc([N+](=O)[O-])c4)C3=O)ccc21
14,Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](C(=O)NCCNC(=O)c2ccc(C(=O)NN=CC(=O)NCc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])cc2)[C@@H](O)[C@H]1O
15,O=C(NS(=O)(=O)c1ccc(NCC2CCOCC2)c([N+](=O)[O-])c1)c1ccc(-c2ccc(N3CCNCC3c3cccc([N+](=O)[O-])c3)cc2)cc1Oc1cnc2[nH]ccc2c1
16,COc1cc2c(Oc3ccc(/C=N/Nc4ccc([N+](=O)[O-])cc4[N+](=O)[O-])cc3F)ccnc2cc1OCCCN1CCC(C)CC1
