,smiles
0,C=C1[C@H](OC(=O)/C=C/c2ccccc2)C[C@@H]2[C@](C)(CC3=C[C@@H](CO)OC3=O)[C@H](OC(C)=O)C[C@@][C@]2(C)[C@@H]1C/C=C1/C=COC1=O
1,CCC1(OC(=O)CN2CCOC2=O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3
2,CC[C@@]1(OC(=O)CN)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3.[Cl-]
3,CCC1(OC(=O)CNC(=O)c2ccoc2)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCO3
4,CCC1(OC(=O)CNC(=O)OCc2ccccc2)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CON=[N+])OCCO3
5,CC(=O)NC(CC(=O)OCc1cc([N+](=O)[O-])c2c(c1)OCO2)c1ccc([N+](=O)[O-])cc1
6,Cc1ccc(N(CCC#N)C(=O)c2ccc(N3CCN(S(=O)(=O)c4ccc([N+](=O)[O-])cc4)CC3)c([N+](=O)[O-])c2)cc1
7,COc1ccc(NC(=O)Nc2ccc([N+](=O)[O-])cc2F)cc1[N+](=O)[O-]
8,O=C(NC(Cc1ccccc1)C(O)CN1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1)c1cnc2ccc([N+](=O)[O-])cc2c1
9,COc1cc(C)c(/C=C/[N+](=O)[O-])c2c1OC(C)(C)C1=C2CN(NC(=O)c2cc([N+](=O)[O-])c(N3CCN(C)CC3)c([N+](=O)[O-])c2)CC1
10,O=C(CCC(=O)N1N=C(c2ccccc2)CC1c1ccc(F)c([N+](=O)[O-])c1)Nc1ccc([N+](=O)[O-])cc1
11,O=C(CCNC(=O)c1ccc([N+](=O)[O-])cc1)NN=Cc1ccc([N+](=O)[O-])cc1
12,COc1cc2c(cc1OC)C(c1ccccc1[N+](=O)[O-])=NC(C)(C(=O)NCc1ccc([N+](=O)[O-])cc1)C(=O)N2
13,O=[N+]([O-])c1ccc(COCCSCc2ccc(CNCc3ccc([N+](=O)[O-])cc3)o2)cc1
14,O=[N+]([O-])c1ccc(Nc2ccnc(SCC#CC[Se]c3ccccc3Nc3ccnc4ccccc34)n2)c([N+](=O)[O-])c1
15,CCOC(=O)C1CCCN(c2ccc([N+](=O)[O-])cc2-c2nc3cc([N+](=O)[O-])c([N+](=O)[O-])cc3n2CC)C1
16,O=C(Nc1nc2ccc([N+](=O)[O-])cc2s1)c1ccc([N+](=O)[O-])cc1
17,O=[N+]([O-])c1ccc(-c2noc(-c3ccc(Nc4nc5ccc([N+](=O)[O-])cc5nc4N4CCCCC4)cc3)n2)cc1
18,O=C(OCC(=O)c1ccc(F)c([N+](=O)[O-])c1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
19,O=C(Cc1nnc(NC(=O)/C=C/c2ccc([N+](=O)[O-])cc2)s1)N/N=C/c1cccc([N+](=O)[O-])c1
20,COc1cccc(NC(=O)c2cn(Cc3cccc([N+](=O)[O-])c3)c3ccc([N+](=O)[O-])cc3c2=O)c1
21,Cc1cc(C)n(-c2ccc(C(=O)OCC(=O)Nc3ccc([N+](=O)[O-])cc3N3CCOCC3)cc2[N+](=O)[O-])n1
22,CCON=C(N)CNC(=O)c1cc(NC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)cc(N(C)S(C)(=O)=O)c1
23,O=[N+]([O-])c1ccc(Sc2ccccc2N2CCNCC2)c([N+](=O)[O-])c1
24,O=C(Nc1ccc(Oc2ccccc2-c2ccccc2)c([N+](=O)[O-])c1)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
25,CN1CCC(CC1)N(Cc1ccc(cc1)[N+]([O-])=O)C(=O)Nc1ccc(cc1)[N+]([O-])=O
26,O=[N+]([O-])c1ccc(OCCSc2nc3ccccc3nc2C(F)(F)F)c([N+](=O)[O-])c1
27,COc1cc(NC(=O)c2cc(cc(c2)[N+]([O-])=O)[N+]([O-])=O)cc(OC)c1OC
28,CC(=O)N(O)CCCCN(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1
29,N[C@@H](CCN(Cc1ccc([N+](=O)[O-])cc1)Cc1ccc([N+](=O)[O-])cc1)C(=O)N1CCC(NC(=O)c2ccc(Cl)c([N+](=O)[O-])c2)CC1
30,O=C(O)/C(=C/c1ccc([N+](=O)[O-])cc1)c1nc2ccc([N+](=O)[O-])cc2o1
31,O=[N+]([O-])c1ccc(CSc2nc(SCc3ccc([N+](=O)[O-])cc3)nc(SCc3cn(Cc4ccc([N+](=O)[O-])cc4)nn3)n2)cc1
32,Cc1cc(c(C)n1-c1ccc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O
33,O=[N+]([O-])c1cccc(Nc2ncnc3cc([N+](=O)[O-])ccc23)c1
34,COC(=O)C(NS(=O)(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C(C)C
35,Cc1sc(N/N=C/c2ccc([N+](=O)[O-])cc2)nc1-c1ccc([N+](=O)[O-])cc1
36,O=C(O)[C@H](Cc1ccccc1)N(Cc1ccc([N+](=O)[O-])cc1)C(=O)/C=C/C(=O)N(Cc1ccccc1)Cc1ccc([N+](=O)[O-])cc1
37,CN(C)CCCN1C(=O)[C@@H](CC(=O)Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])N(Cc2ccc3c(c2)OCO3)C(=O)c2ccccc21
38,O=C(C[N+]1(CC#CCOC(=O)C2C(c3ccc([N+](=O)[O-])cc3)=NOC2c2ccc([N+](=O)[O-])cc2)CCOCC1)c1ccc([N+](=O)[O-])cc1
39,NC(Cc1ccc(F)cc1)C(=O)Oc1c(C(=O)c2ccc([N+](=O)[O-])cc2)oc2cc([N+](=O)[O-])ccc2c1=O
40,Cl.O=C(CCc1ccc([N+](=O)[O-])cc1)c1nc2ccc([N+](=O)[O-])cc2o1
41,CC1(C)O[C@@H]2[C@@H](O1)[C@@H](Cn1cc(CN(c3ccc([N+](=O)[O-])cc3)S(C)(=O)=O)nn1)O[C@@H]2CC(=O)c1ccc([N+](=O)[O-])cc1
42,O=C(CCn1c(COc2ccccc2[N+](=O)[O-])nc2ccccc21)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1
43,CCN1C(=O)[C@H]2[C@@H](c3ccc([N+](=O)[O-])cc3)N[C@]3(CCCN(Cc4ccc([N+](=O)[O-])cc4)C3=O)[C@H]2C1=O.O=C(O)C(F)(F)F
44,O=C(CSc1nnc(-c2ccco2)n1N=Cc1ccc([N+](=O)[O-])cc1)NN=Cc1ccccc1[N+](=O)[O-]
45,CC(C)NC(=O)[C@H](CCC(=O)O)NC(=O)c1ccc(N(Cc2ccc([N+](=O)[O-])cc2)Cc2ccc([N+](=O)[O-])cc2)cc1
46,O=[N+]([O-])c1ccc(NC(c2ccccc2)c2ccc(N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)cc2)cc1
47,COc1cc([N+](=O)[O-])ccc1N=C(S)NCc1ccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1
48,N#Cc1ccc(N2CCN(C(=O)CCNc3nc4ccc([N+](=O)[O-])cc4s3)CC2)c([N+](=O)[O-])c1
49,N#CC(=Cc1ccc([N+](=O)[O-])cc1)c1cc([N+](=O)[O-])ccc1O
50,O=C1c2cc([N+](=O)[O-])ccc2N2C(=N1)SC[C@H]2c1ccc([N+](=O)[O-])cc1
51,Cl.O=[N+]([O-])c1ccc(Cn2c(SCc3cccc([N+](=O)[O-])c3)nc3ccsc3c2=O)cc1
52,O=[N+]([O-])c1ccc(CSc2nc(O)c(Cc3ccc([N+](=O)[O-])cc3)s2)cc1
53,NC(=O)c1ccc(F)c2c1CC(N(Cc1ccc([N+](=O)[O-])cc1)Cc1cn(Cc3ccc([N+](=O)[O-])cc3)nn1)CO2
54,CC(C)[C@H](NC(=O)[C@H](Cc1ccc(OP(O)(O)=O)cc1)NC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O
55,O=C(NN=Cc1cccc([N+](=O)[O-])c1)c1ccc([N+](=O)[O-])cc1
56,Cc1csc(NC(=O)c2ccc([N+](=O)[O-])cc2N2CCN(Cc3cccc([N+](=O)[O-])c3)CC2)n1
57,O=[N+]([O-])c1cccc(Cc2nnc(SCC(=O)N/N=C/c3ccc([N+](=O)[O-])cc3)o2)c1
58,O=[N+]([O-])c1ccc(C2=NNC(c3ccc(OCc4ccc([N+](=O)[O-])cc4)cc3)C2)cc1
59,[C-]#[N+]C1=C(C)N=C2N(C(=O)N(C)C)C(c3ccc([N+](=O)[O-])cc3)N=C(c3c(C)c(C#N)nn3-c3ccccc3)N2C1c1ccc([N+](=O)[O-])cc1
60,O=[N+]([O-])c1ccc(CSc2nnc(-c3cc4cc([N+](=O)[O-])ccc4oc3=O)o2)cc1
61,Cl.O=[N+]([O-])c1cc(-c2nnc(SCc3ccc([N+](=O)[O-])cc3)n2/N=C/c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)cc([N+](=O)[O-])c1
62,CC(=O)c1cc2c(cc1NC(=O)c1ccc([N+](=O)[O-])cc1)[n+](CC(=O)c1ccc([N+](=O)[O-])cc1)cn2Cc1ccc(F)cc1.[Br-]
63,CCc1nc(C2CCCN(S(=O)(=O)c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C2)no1
64,COc1ccc2sc3cc(N(C)C(=O)CN4CCN(c5ccc([N+](=O)[O-])cc5[N+](=O)[O-])CC4)ccc3c(=O)c2c1
65,COc1ccc(C2CC(c3ccc([N+](=O)[O-])cc3)=NN2c2ccc([N+](=O)[O-])cc2)cc1N1C(=O)c2ccccc2C1=O
66,O=C1N[C@@H](Cc2c[nH]c3ccc([N+](=O)[O-])cc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccc([N+](=O)[O-])cc2)C(=O)NC[C@@H]2CCCN3CCC[C@H]1[C@H]23
67,O=C(N/N=C\c1ccc([N+](=O)[O-])cc1)c1n[nH]c(=O)c2c1cnn2-c1cccc([N+](=O)[O-])c1
68,O=C(Cn1nc(-c2ccccc2)c2c(NO)ncnc21)Nc1cc([N+](=O)[O-])ccc1[N+](=O)[O-]
69,O=[N+]([O-])c1ccc(/C=C/c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
70,CCC(=O)N1[C@@H](c2ccc([N+](=O)[O-])cc2)C(C(=O)OC)=CC[C@H]1c1ccc([N+](=O)[O-])cc1
71,O=C(CCNC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N[C@@H](Cc1ccccc1)C(=O)NO
72,O=C(NCCOC(=O)c1cc([N+](=O)[O-])ccc1N1CCOCC1)c1ccc([N+](=O)[O-])cc1Cl
73,COc1cccc(C(=O)C(=N/Nc2ccc(S(=O)(=O)N3CCCC3)cc2[N+](=O)[O-])\c2nc3ccc([N+](=O)[O-])cc3nc2O)c1
74,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)NCCSCc1nc2cc([N+](=O)[O-])ccc2[nH]1
75,CCOC(=O)/C(=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1nc2ccc([N+](=O)[O-])cc2[nH]1
76,COC(=O)[C@H](Cc1ccc([N+](=O)[O-])cc1)NC(=O)CCCNC(=O)Cc1ccc([N+](=O)[O-])cc1
77,COc1ccc2c(c1)OC[C@H](/C(=N/N)C(=O)Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C2
78,Cc1cc(-n2c(/C=C/c3ccccc3)nc3ccc([N+](=O)[O-])cc3c2=O)c([N+](=O)[O-])cc1C(F)(F)F
79,O=C(Nc1ccc(Br)cc1[N+](=O)[O-])/C(Cc1ccccc1[N+](=O)[O-])=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
80,CC(C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](N)CO)C(=O)NCC(=O)N[C@@H](c1ccc([N+](=O)[O-])cc1)C(O)c1ccc([N+](=O)[O-])cc1
81,OC(=O)c1ccc(cc1NS(=O)(=O)Cc1ccccc1[N+]([O-])=O)[N+]([O-])=O
82,OC(=O)C(F)(F)F.COc1ccccc1N1CCN(CCCCOc2ccc(cc2[N+]([O-])=O)[N+]([O-])=O)CC1
83,O=[N+]([O-])c1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(S)n2/N=C/c2ccc([N+](=O)[O-])cc2)cc1
84,O=c1nc(N2CCN(CCOc3ccc([N+](=O)[O-])cc3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12
85,NC(=O)c1c(NC(=O)CSc2nc(-c3ccc([N+](=O)[O-])cc3)cc(-c3ccc([N+](=O)[O-])cc3)n2)sc2c1CCN(Cc1ccccc1)C2
86,O=C1N(Cc2cccc([N+](=O)[O-])c2)c2ccccc2C12ON=C(c1cccc([N+](=O)[O-])c1)N2c1ccc([N+](=O)[O-])cc1
87,O=[N+]([O-])c1ccccc1/C=N/N=C1\NC(c2ccc[nH]2)=NC1=Nc1nc(-c2ccc([N+](=O)[O-])cc2)cs1
88,O=C1C(=Cc2c(-c3ccc([N+](=O)[O-])cc3)nc3sc(C(F)(F)F)nn23)Oc2cc([N+](=O)[O-])c([N+](=O)[O-])cc21
89,COc1ccc2c3c1OC1C(O)C=CC4(N(c5ccc([N+](=O)[O-])cc5)c5ccc([N+](=O)[O-])cc5)C(C2)N(C(=O)N2CCN(C(=O)c4ccc5c(c4)OCO5)CC2)CCC314
90,C=CCSc1nc(NNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc(NN2C(=O)C(=Cc3ccc([N+](=O)[O-])cc3)SC2c2ccc([N+](=O)[O-])cc2)n1
91,O=C(Nc1ccc(C(=O)O)c(O)c1)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
92,COc1ccc(C2=NN(c3nc(-c4ccc([N+](=O)[O-])cc4)cs3)C(c3cccc([N+](=O)[O-])c3)C2)cc1
93,O=C1C(=O)N(Cc2nnc(S)n2-c2cccc([N+](=O)[O-])c2)c2ccc([N+](=O)[O-])cc21
