,smiles
0,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1[nH]c2ccccc2c1Cl
1,CC1=C[C@@](C)(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)C1
2,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC(=O)Nc2cccc([N+](=O)[O-])c2)C1c1csc(-c2ccc(Cl)cc2)n1
3,CCOC(=O)C1=C(C)NC(c2ncccn2)=CC1c1ccc(OC)c(OCC)c1
4,COC1=CC(c2cccs2)=NC/C1=C\c1ccc(F)cc1
5,CC(=O)C1=C(C)NC(C)=C(C(=O)OCC2CCCN(Cc3cccc(Oc4ccccc4)c3)C2)C1c1cccc2cccnc12
6,CC1=CC(C)=NC(=O)C1CNC(=O)Cc1ccc(F)c(F)c1
7,CCOc1cc(-c2ccc(N3CCN(C(=O)[C]C4CCOC4)C[C@@H]3C)nc2)c2c(C#N)cnn2c1
8,CC(=O)N[C@@H](CCCN)C(=O)N[C@H]1C[C@H]2CC[C]C(C(=O)N[C@H](C=O)CCCCN)(C(=O)N[C@H](C=O)CCCCN)N2C1=O
9,COc1ccc(S(=O)(=O)N(C[C@H]2CCCO2)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(Cc4ccccc4)[C@H]3C2)cc1
10,COc1ccc(-c2ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)O[C@H]3C[C@H]4OC[C]N(Cc5ccccc5)[C@H]4C3)cc2)cc1
11,C=C(C)[C@@H]1CC[C@]2(C(=O)OC)CC[C@]3(C)[C@H](CC[C@@H]4[C]C5(C)C[C@@H](O)[C@H](O)C(C)(C)[C@@H]5CC[C@@]43C)[C@@H]12
12,CCCCOc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(Cc4ccccc4)[C@H]3C2)cc1
13,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(S(=O)(=O)c4ccc(NC(C)=O)cc4)[C@H]3C2)cc1
14,COCCN1[CH][C@@H](c2cc(F)c(F)c(F)c2)[C@H](NC(=O)Nc2c(C)c(OC[CH]CF)nn2-c2ccccc2)C1
15,[CH]C(O)(CNC(=O)CCC=Cc1ccccc1)c1cccs1
16,CC(=O)O[C][C@]1(O)CC[C@](C)(O)[C@]23OC(C)(C)[C@H](C[C@H](OC(C)=O)[C@@]21OC(C)=O)[C@H]3OC(=O)/C=C(\O)c1ccccc1
17,[CH]C1CCCN(C(=O)N2Cc3nc(NC4CCOCC4)ncc3C2(C)C)C1
18,[CH]c1ncccc1-c1c2c3cc(ccc3n1CC)-c1csc(n1)C[C@H](NC(=O)[C@@H](COC1CN(C(=O)C#CC(C)(C)N3CCOCC3)C1)C(C)(C)C(F)(F)F)C(=O)N1CCC[C@H](N1)C(=O)OCC(C)(C)C2
19,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(S(=O)(=O)c4ccc(OC)cc4)[C@H]3C2)cc1
20,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3CO[C@H]4OC[C]C[C@@H]3[C@H]2[C@H]4O)cc1OC
21,NC(N)=NCCC[C@@H]1NC(=O)CNC(=O)C[C@@H](C(=O)O)NC(=O)[C]CNC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O
22,[CH]S(=O)(=O)c1ccc(C)cc1
23,[CH]C(CN1C(=O)c2cc(Cl)ccc2C1c1ccc(Cl)cc1)N1CC[C@@H](O)C1
24,[CH]O[C@H]1CC[C@H]1NC(=O)c1cnn2c(NC)cc(-c3cnc4n(C5CCOCC5)cccc3-4)nc12
25,COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3OC[C]N(Cc4ccc5c(c4)OCO5)[C@H]3C2)cc1
26,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1ccc(OCC=CCC[C@@H]2C3CCC(O3)C2C(=O)O)cc1
27,C[C@@H]1CN2c3c(cc4c(C(=O)NCCCF)noc4c3F)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1
28,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1ccc2c(c1)OCCO2
29,C[C@@H]1CN2c3c(cc4c(-n5cnnn5)noc4c3Cl)CC3(C(=O)NC(=O)NC3=O)[C@H]2[C@H](C)O1
30,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1ccc(-c2ccco2)o1
31,O=C1NC(=O)N(c2ccccc2)C(=O)C1=Cc1c[nH]c2ccccc12
32,O=C1NC(=O)N(c2ccccc2)C(=O)C1=CNCCCc1ccccc1
33,C[C@@H]1CN2c3c(cc4c(N5C[C@@H](F)C[C@@H]5C(F)F)noc4c3F)CC3(C(=O)NC(=O)NC3=O)C2[C@H](C)O1
34,O=C1NC(=O)N(c2ccccc2)C(=O)C1=CNc1ccc(S(=O)(=O)Nc2nnc(S(=O)(=O)c3cccc(-c4ccccc4)c3)s2)cc1
