,smiles
0,N#CSC[C@H]1O[C@@H](n2cnc3c(NC4CC4)ncnc32)[C@H](O)[C@@H]1O
1,N#CSC[C@H]1O[C@@H](n2cnc3c(NC4CCCCC4)ncnc32)[C@H](O)[C@@H]1O
2,CCN1C(=O)[C@H](NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CSC#N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)OC(C)(C)C)N=C(c2ccccc2C)c2ccccc21
3,N#CSC[C@H]1O[C@@H](n2cnc3c(NC4CCC4)ncnc32)[C@H](O)[C@@H]1O
4,N#CSC[C@H]1O[C@@H](n2cnc3c(NC4CCOC4)nc(Cl)nc32)[C@H](O)[C@@H]1O
5,CN1C(=O)[C@H](NC(=O)[C@H](CSC#N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)N=[N+]=[N-])N=C(c2ccccc2)c2ccccc21
6,Cc1ccccc1C1=N[C@@H](NC(=O)[C@H](Cc2ccc(NC(=O)c3ccccc3N3CCOCC3)cc2)NC(=O)[C@@H](CSC#N)NS(=O)(=O)c2cccc3ccccc23)C(=O)N(C)c2ccccc21
7,CN1C(=O)[C@H](NC(=O)[C@H](Cc2ccc(NC(=O)CCl)cc2)NC(=O)[C@H](CSC#N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2ccccc2)N=[N+]=[N-])N=C(c2ccccc2[N+](=O)[O-])c2ccccc21
8,N#CSC[C@H]1O[C@@H](n2cnc3c(N[C@H]4C[C@H]5CC[C@H]4C5)ncnc32)[C@H](O)[C@@H]1O
9,N#CSC[C@H]1O[C@@H](n2cnc3c(NCc4cccc(I)c4)ncnc32)[C@H](O)[C@@H]1O
10,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCNC(=O)[C@H](CCCCn1cc(CCCF)nn1)NC(=O)N[C@@H](CCC(=O)O)C(=O)O
11,O=C(O)CNC(=O)C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)NCCOCCOCCOCCOCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1
12,C#CCOCCOCCOCCOCCOCCOCCCC(=O)NCCCC(=O)NCCC(=O)Nc1ccc(C#CCOCCOCCOCCOCCOCCOCCOCCOCOC2CCN(C(=O)[C@@H](Cc3ccccc3)N[C@@H](CC(C)C)C(=O)NO)CC2)cc1
13,CN1C[C@@H](c2ccc(C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCOP(=O)(O)OC[C@@H](N)C(=O)N3C[C@H](O)C[C@H]3C(=O)O)cc2)[C@@]2(C)c3ccc(=O)[nH]c3C[C@@H]12
14,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)CC(NC(=O)Nc1cc(Cl)cc(Cl)c1)c1ccccn1
15,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1ccc2cccc(CCNC(C)=O)c2c1
16,COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)NCCC(=O)NCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21
17,CC(=O)N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]1NC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCNC(=O)/C=C/c1ccc(O)c([N+](=O)[O-])c1
18,C#CCOCC#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCCCCCOCCCCNC(=O)C[C@H]1C[C@@H]2C(O1)N1C[C@H](O[C@H](C)c3ccc([N+](=O)[O-])cc3)C[C@H]21
19,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOc1ccc(-c2cc(=O)c3cc(F)ccc3o2)cc1
20,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(=O)NCCNC(=O)CCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](CCCCCC)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)[O-]
21,C#CCOCCOCCOCCOCCONC(=O)c1cc(Cl)cc(OCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCc2cccc3c2CN(c2cn[nH]c(=O)c2C(F)(F)F)C3)c1
22,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCn1c(O)c2n(c1=O)[C@@H](C[C@](C)(C(=O)NO)S(=O)(=O)c1ccc(Br)cc1)c1[nH]c3ccccc3c1C2
23,C#CCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN1CCC(OCCCCOc2cc(NC(=O)c3sccc3S(=O)(=O)Nc3onc(C)c3C)ccc2C)CC1
24,O=C(CCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)NCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC[C@@H](O)CO
