,smiles
0,O=[N+]([O-])c1ccc(NC(=S)c2cc([N+](=O)[O-])ccc2NC(=S)c2cc([N+](=O)[O-])ccc2N=Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2C(F)(F)F)cc1
1,O=[N+]([O-])c1ccc(/C=N/Nc2cc([N+](=O)[O-])c(S(=O)(=O)N/N=C/c3ccc(OCc4ccc([N+](=O)[O-])cc4)c(OCc4ccc([N+](=O)[O-])cc4)c3)cc2/N=N/c2ccc([N+](=O)[O-])cc2)cc1
2,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N(NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
3,O=[N+]([O-])c1ccc(N(N=Nc2nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3s2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
4,Cl.O=[N+]([O-])c1cc(N=NN(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc([N+](=O)[O-])c1
5,O=[N+]([O-])c1ccc(Nc2nc(SSc3nnnn3-c3ccc([N+](=O)[O-])cc3)nc(-c3ccc([N+](=O)[O-])cc3)c2Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
6,CN(C)C[C@H]1O[C@H](COC(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)[C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)[C@@H](OC(=O)c2ccc([N+](=O)[O-])cc2)[C@H]1OC(=O)c1ccc([N+](=O)[O-])cc1
7,O=[N+]([O-])c1cc(-c2nnc(SCc3cc([N+](=O)[O-])ccc3Oc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])[nH]2)cc([N+](=O)[O-])c1
8,O=C(NCCOC(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
9,O=[N+]([O-])c1cc([N+](=O)[O-])c(Oc2ccc([N+](=O)[O-])cc2S(=O)(=O)Nc2ccc(C(c3c[nH]c4ccc([N+](=O)[O-])cc34)c3c[nH]c4ccc([N+](=O)[O-])cc34)cc2)c([N+](=O)[O-])c1
10,O=C(O)c1cc([N+](=O)[O-])ccc1NS(=O)(=O)c1c([N+](=O)[O-])cc2c3c(cc([N+](=O)[O-])cc13)C(=O)N(CN(Cc1cccc([N+](=O)[O-])c1)Cc1cccc([N+](=O)[O-])c1)C2=O
11,O=[N+]([O-])c1ccc(NS(=O)(=O)c2cc([N+](=O)[O-])ccc2Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2C(F)(F)F)c(C(=S)Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
12,O=[N+]([O-])c1ccc(C2CC(c3nc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4o3)=NN2c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
13,O=C1NC(=S)N(c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C(=O)/C1=C/c1cc(-c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])n(-c2ccc([N+](=O)[O-])cc2)c1-c1ccc([N+](=O)[O-])cc1
14,O=C(CN(c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])S(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
15,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(=O)c1ccc([N+](=O)[O-])cc1O
16,O=C1/C(=C\c2cccc([N+](=O)[O-])c2)C(c2ccc([N+](=O)[O-])cc2)N(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])C(=S)N1c1ccc([N+](=O)[O-])cc1C(F)(F)F
17,O=C(CNS(=O)(=O)c1cc([N+](=O)[O-])ccc1NCCNS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])OC(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1
18,O=[N+]([O-])c1ccc(S(=O)(=O)N(N=Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c2cc([N+](=O)[O-])ccc2NS(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
19,O=[N+]([O-])c1ccc(N/N=C(/c2nc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3o2)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
20,O=C(c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)N(Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)C(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
21,O=[N+]([O-])c1ccc(Sc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c(C(=S)Nc2ccc(Oc3ccc([N+](=O)[O-])cc3S(=O)(=O)Nc3ncnc4cc([N+](=O)[O-])ccc34)c([N+](=O)[O-])c2)c1
22,O=[N+]([O-])c1cc([N+](=O)[O-])cc(S(=O)(=O)N(N=Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2C(F)(F)F)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
23,O=[N+]([O-])c1ccc(N(N=Nc2ccc(C(O)c3nc4cc([N+](=O)[O-])cc([N+](=O)[O-])c4o3)cc2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1
24,O=[N+]([O-])c1ccc([P+](Cc2cc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3nc2O)(c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
25,O=[N+]([O-])c1ccc(-c2c(Oc3ccc([N+](=O)[O-])cc3[N+](=O)[O-])c3cc([N+](=O)[O-])ccc3n2-c2ccc([N+](=O)[O-])cc2)cc1
26,CCOc1cc([N+](=O)[O-])ccc1N=NN(c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])S(=O)(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
27,O=[N+]([O-])c1ccc([P+](Cc2cc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3cc2S(=O)(=O)[O-])(c2ccc([N+](=O)[O-])cc2)c2ccc([N+](=O)[O-])cc2)cc1
28,O=[N+]([O-])c1cccc(NS(=O)(=O)c2cc([N+](=O)[O-])ccc2Oc2c([N+](=O)[O-])ccc(NNS(=O)(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c2[N+](=O)[O-])c1
29,O=[N+]([O-])c1ccc(C2C(c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])C(c3cccc([N+](=O)[O-])c3)=NN2c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
30,O=C(Nc1ccc([N+](=O)[O-])cc1NC(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1
31,O=[N+]([O-])c1ccc(NC(=S)c2cc([N+](=O)[O-])ccc2N(Cc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)S(=O)(=O)c2ccc([N+](=O)[O-])cc2[N+](=O)[O-])cc1
32,O=[N+]([O-])c1cccc(-c2n[nH]c3c([N+](=O)[O-])ccc([N+](=O)[O-])c3/c2=N/Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1
33,O=c1cc(-c2nn(-c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])/c(=N/Nc3nc4ccc([N+](=O)[O-])cc4s3)s2)oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc12
